Username,Comment Content,Reactions,Time Stamp,Post Url
Kathleen Dibella,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Fabulous place
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Merilyn Cowen,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Loved Prague.
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😍"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t2/1/16/1f60d.png"" width=""16""/>
  </span>
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Werner Ruckenstuhl,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thank you for sharing this!
 </div>
</div>
",,4 d,https://facebook.com/APTouring/posts/303810662007069
Ernesta Fa,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Been there it is a wonderful place
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Mary Brandis,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  So much history
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Karen Mann,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beautiful Prague
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Gina Backhurst,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Lovely memories
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Michael Mitchener,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beautiful city
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Katie Campbell,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Loved Prague
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Hana Provenzano,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Magical Prague
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Irene Reilly,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Magnificent
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303810662007069
Terry Wright,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We saw the Lady Eleganza in Dubrovnik today, such a stunning Ship, looking forward to boarding her in September.
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303297612058374
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  How wonderful Terry, we can't wait to welcome you onboard!
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303297612058374
Sue Robertson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We did this trip in 2019. Stunning amazing there are no other words. The ship and staff are the best you can ask for. Croatia is wonderful.
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Out of all the APT tours we have done this is the stand out tour.
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303297612058374
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Wow Sue, thankyou so much for your kind words! We're so glad to hear you enjoyed your trip with us. Croatia is such a beautiful place
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Would you mind if we share your kind words with other APT guests?
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303297612058374
Sue Robertson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZUYVAV4KqYsnk-Yq3JVuQH4be_0SlmQZkR3DRhFrdPUsyMwWpiJpqLGSwtHgcfQmdp2QCGyJranKibS8yqLR-4DxxW9VT5qcjpW5atrq5qqsym4PsGeN1fPUDIl3Br4papd_95XzJVtIGMyDfkQsi8z&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  yes I am happy for you to share. We just loved this trip. We added the tour from Vienna to start this trip the after the Croatian cruise we added to.tour up to Sarajevo. Highly recommended.  We then went on to Vilinius and toured with APT all the
  <a tabindex=""-1"">
  </a>
  way to Helesinki then St Petersburg all the way through Russian rivers and lakes to Moscow.  So glad we got to do.this.
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/303297612058374
Micheal John Giddens,,,2 w,https://facebook.com/APTouring/posts/301743095547159
Sue Ryan,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Amazing country. Would love to go back again.
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  It is an absolutely incredible place to visit Sue!
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
Sue Ryan,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZVaiowEjhdU2_kAoWPMvKa0K_PGQN69UByjr4brQJ-AP8vApcJNweAz_WUxydKFCCCEB8T1_VVefAyMerJkSl02AFPEEsdCTHiLaG_H2F8vwoEULVwM2EvoNSlGnM5_2kSdiYroz7TQjXEYJ-qGrCfm&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  Had tears in my eyes at my first sighting at Luxor.
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
Helen Hodges,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Eygpt is an Amazing travel experience
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🥰"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tea/1/16/1f970.png"" width=""16""/>
  </span>
 </div>
</div>
",5,2 w,https://facebook.com/APTouring/posts/299832095738259
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  It is such an incredible place to visit Helen!
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
Lynne Darcy,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/helen.hodges.355138?__cft__[0]=AZVaiowEjhdU2_kAoWPMvKa0K_PGQN69UByjr4brQJ-AP8vApcJNweAz_WUxydKFCCCEB8T1_VVefAyMerJkSl02AFPEEsdCTHiLaG_H2F8vwoEULVwM2EvoNSlGnM5_2kSdiYroz7TQjXEYJ-qGrCfm&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Helen Hodges
    </span>
   </span>
  </a>
  Totally agree
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
David Smith,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  This is on our bucket list!……
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Egypt is absolutely incredible David!
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
David Smith,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZVaiowEjhdU2_kAoWPMvKa0K_PGQN69UByjr4brQJ-AP8vApcJNweAz_WUxydKFCCCEB8T1_VVefAyMerJkSl02AFPEEsdCTHiLaG_H2F8vwoEULVwM2EvoNSlGnM5_2kSdiYroz7TQjXEYJ-qGrCfm&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  we are looking at going next year 2024 toward the end of September
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  So great to hear David, would you like me to share any more information with you? Please let me know if you have any questions - Sam
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
Micheal John Giddens,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Time Machine Touring
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
Glenys Dayman Oates,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  On our agenda
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/alwayscb?__cft__[0]=AZVaiowEjhdU2_kAoWPMvKa0K_PGQN69UByjr4brQJ-AP8vApcJNweAz_WUxydKFCCCEB8T1_VVefAyMerJkSl02AFPEEsdCTHiLaG_H2F8vwoEULVwM2EvoNSlGnM5_2kSdiYroz7TQjXEYJ-qGrCfm&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Christeen
    </span>
   </span>
  </a>
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
Elena Lemanis,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beautiful
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
Jordan Lopez,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/ayla.callegari?__cft__[0]=AZVaiowEjhdU2_kAoWPMvKa0K_PGQN69UByjr4brQJ-AP8vApcJNweAz_WUxydKFCCCEB8T1_VVefAyMerJkSl02AFPEEsdCTHiLaG_H2F8vwoEULVwM2EvoNSlGnM5_2kSdiYroz7TQjXEYJ-qGrCfm&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Ayla Callegari
    </span>
   </span>
  </a>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""👀"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tc8/1/16/1f440.png"" width=""16""/>
  </span>
 </div>
</div>
",,2 w,https://facebook.com/APTouring/posts/299832095738259
Rod Foran,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We had a thrilling boat ride along 55 kilometres of the mighty Ord River as part of our recent 17-day land tour of the Kimberley with APT.  At times the boat was travelling at high speeds with its V8 outboard motors while at other times it travelled
  <a tabindex=""-1"">
  </a>
  slowly along lush tropical tributaries.  We saw crocodiles, bats and various types of birds.  It was a wonderful experience.
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/299287322459403
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  How incredible, thanks for sharing Rod!
 </div>
</div>
",2,3 w,https://facebook.com/APTouring/posts/299287322459403
Mark Elder,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  If it’s anything like their European cruises it will be stunning
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/299287322459403
Jeya NT Nandagopan,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Cruising Milford Sound is among New Zealand’s most spectacular activities, but the mountain scenery that lines the coast is just as gorgeous. We were there in 2018.
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/298175835903885
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  New Zealand is such a beautiful place to visit Jeya!
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/298175835903885
Kati Csaba,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  This was one of the highlights of my trip
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/298175835903885
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  So glad to hear Kati, thankyou
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/298175835903885
Christa Daley,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Nature at its best …. Cruised there in 1990 … lovely memories
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/298175835903885
Darrell Groth,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Best Cruise Ever !
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""💖"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/te9/1/16/1f496.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🙏"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t80/1/16/1f64f.png"" width=""16""/>
  </span>
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/297564232631712
Mark Elder,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Great experience. Highly recommend this trip
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/297564232631712
Roslyn Hack,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  My husband and I just did this cruise and it was just so special so many flowers were out and the weather was really quite good
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""❤️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png"" width=""16""/>
  </span>
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/297564232631712
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  So wonderful to hear Roslyn!
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  What was your favourite part of the cruise?
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/297564232631712
Narelle Shallcross,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Looking forward to our Budapest to Amsterdam cruise next month
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/297564232631712
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We can't wait to welcome you on board Narelle!
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/297564232631712
Jenny Old,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Absolutely loved our river cruise.
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/297564232631712
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thanks Jenny!
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/297564232631712
Peter Worthington,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZXtZQsWXQ1ICbCLDWs_3hhZn1O8hK8CpSggYLvBYIVNW5cK3MaK4g1o_HARCu5ZmiIdeOOGwyv3msGXFukokfqpLeBVsaJWV4Q4Fn7l-3WyyqO5k1Lk6juFhZPT_AwrfDYGCcCefMwyhMCoucCRhPyg&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  if leaving from Budapest and flying in from Dubai, where do we fly into to meet the ship?
 </div>
</div>
",,1 w,https://facebook.com/APTouring/posts/297564232631712
Sue Boreham,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Just finished ours. Fantastic Amsterdam to Budapest! Amavenita was a great ship and our tour director amazing. Thanks Hedleigh for naking sure everything went smoothly and qe had the best entertainment in Tori and Dave. They rocked!!!!
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/297564232631712
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Wow thanks so much Sue! We're so glad to hear you enjoyed the cruise.
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Would you be okay with us sharing your kind words on our page?
 </div>
</div>
",,3 w,https://facebook.com/APTouring/posts/297564232631712
